V1,clickability_test_id,headline,created_at,updated_at,excerpt,lede,slug,eyecatcher_id,significance,first_place,winner,share_text,square,test_week,clicks,impressions,word_count,relative_date,readability_fog,toxicity,severe_toxicity,identity_attack,insult,profanity,sexually_explicit,threat,flirtation,attack_on_author,attack_on_commenter,incoherent,inflammatory,likely_to_reject,obscene,spam,unsubstantial
5701,51f05cc291e76168a500a435,The Kind Of Advice That Usually Costs $250 An Hour,2013-07-24T23:01:48.894Z,2016-04-02T16:24:24.381Z,"","<p>
	   One  filmmaker thought his Godfather’s wisdom was so spot on he decided to  share it with the world through film. What do you think?
</p>",the-kind-of-advice-that-usually-costs-250-an-hour-2,5332bd9b1fae79f09f00857c,100,TRUE,FALSE,"",Godfather_1.jpg,201329,73,2758,10,170,8.03636363636364,0.017718147,0.0011062622,0.0021181274,0.008519882,0.013712646,0.00937737,0.006912862,0.4043889,0.15963396,0.30503646,0.7845504,0.13435398,0.45133206,0.0320215,0.14680707,0.79885787
5702,51f05cc291e76168a500a435,"He Might Not Be Talking At Me, But His Words Sure Are Speaking To Me",2013-07-24T23:03:36.391Z,2016-04-02T16:24:24.384Z,"","<p>
	   One  filmmaker thought his Godfather’s wisdom was so spot on he decided to  share it with the world through film. What do you think?
</p>",he-might-not-be-talking-at-me-but-his-words-sure-are-speaking-to-me,5332bd9b1fae79f09f00857c,30.6,FALSE,FALSE,"",Godfather_1.jpg,201329,59,2719,15,170,6,0.05378982,0.0025558472,0.0068446035,0.018645585,0.025497584,0.024062686,0.009540852,0.39308086,0.24624948,0.41688618,0.7093941,0.27890626,0.43118465,0.07499646,0.025400909,0.7960952
5704,51f8ada957ad9e2f6d001986,"This Commercial Isn't Real, But It's Brutally Honest",2013-07-31T06:35:33.557Z,2016-04-02T16:24:24.392Z,"","<p>
	    Like all great satire, this video also exposes some important truths.
</p>",this-commercial-isnt-real-but-its-brutally-honest-6,5332bddf1fae79f09f008b7e,100,TRUE,FALSE,"",Screen_Shot_2013-07-30_at_8.21.15_PM.png,201330,138,2640,8,176,13.2,0.14082454,0.005607605,0.010507392,0.030265106,0.06596114,0.038217206,0.016465442,0.358926,0.2925696,0.24744807,0.63002956,0.19195014,0.5177505,0.03236161,0.118824735,0.8923531
5705,51f8ada957ad9e2f6d001986,A Refreshingly Honest Commercial That I Hope Wakes You Up,2013-07-31T06:40:42.004Z,2016-04-02T16:24:24.395Z,"","<p>
	    Like all great satire, this video also exposes some important truths.
</p>",a-refreshingly-honest-commercial-that-i-hope-wakes-you-up,5332bddf1fae79f09f008b7e,10.9,FALSE,FALSE,"",Screen_Shot_2013-07-30_at_8.21.15_PM.png,201330,114,2626,10,176,12,0.046120718,0.0031280518,0.00569767,0.015644927,0.023516348,0.025832001,0.012596053,0.3361064,0.49461713,0.83160716,0.58015096,0.2007785,0.454189,0.08019589,0.108590014,0.7743099
5710,51fd58a34fc64b30e7009203,"View Of Two Lives On The Same Planet, But In Different Worlds",2013-08-03T19:25:36.291Z,2016-04-02T16:24:24.410Z,"","<p>
	  I started out watching this kind of angry, then ended up kind of embarrassed.
</p>",view-of-two-lives-on-the-same-planet-but-in-different-worlds-2,5332bb7c1fae79f09f0050da,100,TRUE,FALSE,"",final_poor_thumb_1.png,201330,73,2408,12,179,8.13333333333334,0.026263772,0.0016975403,0.010063417,0.00975489,0.018802373,0.013564749,0.008556974,0.24360701,0.13278493,0.24241158,0.7462878,0.18540932,0.4454338,0.050974138,0.10040069,0.8307522
5711,51fd58a34fc64b30e7009203,A Tale Of Two Cities. One Just Happens To Be Way More Impoverished.,2013-08-03T19:26:01.843Z,2016-04-02T16:24:24.413Z,"","<p>
	  I started out watching this kind of angry, then ended up kind of embarrassed.
</p>",a-tale-of-two-cities-one-just-happens-to-be-way-more-impoverished,5332bb7c1fae79f09f0050da,9.7,FALSE,FALSE,"",final_poor_thumb_1.png,201330,64,2815,13,179,5.67692307692308,0.083999306,0.00166893,0.0060676485,0.03335018,0.017299367,0.007961918,0.0067445673,0.38383424,0.04665081,0.088504344,0.43505743,0.26647836,0.22757398,0.04266147,0.030497847,0.751994
5712,51fd58a34fc64b30e7009203,What Happens When Worlds Collide? It’s Not So Bad.,2013-08-03T19:27:22.917Z,2016-04-02T16:24:24.416Z,"","<p>
	  I started out watching this kind of angry, then ended up kind of embarrassed.
</p>",what-happens-when-worlds-collide-it-s-not-so-bad,5332bb7c1fae79f09f0050da,5.4,FALSE,FALSE,"",final_poor_thumb_1.png,201330,58,2692,9,179,1.8,0.03781283,0.0020599365,0.007954539,0.010476895,0.017982552,0.012562137,0.009981008,0.2327835,0.07617489,0.29767925,0.44828224,0.27565247,0.39173663,0.07126554,0.01647376,0.8551393
5724,5201b5513c859b0aec0014fd,"When Humanity Throws This Kind Of Party, The Confetti Is Killer",2013-08-07T02:48:01.829Z,2016-04-02T16:24:24.450Z,Things that matter. Pass 'em on.,"<p>
	   A film this simple, beautiful, and heartbreaking comes along so  rarely — and to get its point across, we hardly need to hear a word.
</p>",when-humanity-throws-this-kind-of-party-the-confetti-is-killer-2,5332be1f1fae79f09f009169,99.7,FALSE,FALSE,"",3.png,201331,56,2658,11,183,11.6727272727273,0.3722269,0.021419114,0.07177465,0.1711343,0.17520344,0.027955178,0.29834318,0.3328326,0.089180365,0.099783264,0.7769158,0.44224212,0.5487636,0.10294733,0.050217737,0.7635973
5725,5201b5513c859b0aec0014fd,"2000 Miles Away From Anything Else, A Virtually Hidden Paradise Is Being Trampled On",2013-08-07T02:50:02.507Z,2016-04-02T16:24:24.453Z,Things that matter. Pass 'em on.,"<p>
	   A film this simple, beautiful, and heartbreaking comes along so rarely — and to get its point across, we hardly need to hear a word.
</p>",2000-miles-away-from-anything-else-a-virtually-hidden-paradise-is-being-trampled-on,5332be1f1fae79f09f009169,69.7,FALSE,FALSE,"",3.png,201331,48,2703,14,183,14.1714285714286,0.08004235,0.003604889,0.009064475,0.017420914,0.025087673,0.018164968,0.014738814,0.49799213,0.058398075,0.26600468,0.6948631,0.49418285,0.64352584,0.05564054,0.049480524,0.8551393
5726,5201b5513c859b0aec0014fd,When A Message In A Bottle Is Also A Death Threat,2013-08-07T02:50:43.930Z,2016-04-02T16:24:24.457Z,Things that matter. Pass 'em on.,"<p>
	   A film this simple, beautiful, and heartbreaking comes along so  rarely — and to get its point across, we hardly need to hear a word.
</p>",when-a-message-in-a-bottle-is-also-a-death-threat-2,5332be1f1fae79f09f009169,100,TRUE,FALSE,"",3.png,201331,51,2654,11,183,4.4,0.2412222,0.012207031,0.010803374,0.027605021,0.092279755,0.025124274,0.27243137,0.23989041,0.052497625,0.39569238,0.56058246,0.6078765,0.6460416,0.030317415,0.036398165,0.8307522
5727,5201b5513c859b0aec0014fd,This Particular Circle Of Life Is Getting A Big X Drawn Through It,2013-08-07T02:51:17.313Z,2016-04-02T16:24:24.460Z,Things that matter. Pass 'em on.,"<p>
	   A film this simple, beautiful, and heartbreaking comes along so  rarely — and to get its point across, we hardly need to hear a word.
</p>",this-particular-circle-of-life-is-getting-a-big-x-drawn-through-it,5332be1f1fae79f09f009169,2.6,FALSE,FALSE,"",3.png,201331,31,2655,13,183,8.27692307692308,0.08874765,0.0048065186,0.008102531,0.015872927,0.06546012,0.07900318,0.010214032,0.39593893,0.16688244,0.2110514,0.80722356,0.27558804,0.51308054,0.31813967,0.14937305,0.8307522
5730,5202a1ccc2253274d900dae6,So Humans Can Be Murderers From Thousands Of Miles Away Now?,2013-08-07T19:50:37.870Z,2016-04-02T16:24:24.477Z,Things that matter. Pass 'em on.,"<p>
	           A film this simple, beautiful, and heartbreaking comes along so   rarely — and to get its point across, we hardly need to hear a word.
</p>",so-humans-can-be-murderers-from-thousands-of-miles-away-now-2,5332be231fae79f09f0091a3,100,TRUE,FALSE,"",4.png,201331,54,2685,11,183,8.03636363636364,0.2648175,0.013155893,0.021786476,0.045007613,0.055940874,0.014862247,0.27637172,0.29024127,0.031086452,0.23842072,0.35106486,0.64359325,0.653939,0.025902003,0.01906549,0.751994
5731,5202a1ccc2253274d900dae6,When Is A Message In A Bottle Also A Death Threat?,2013-08-07T19:51:16.206Z,2016-04-02T16:24:24.480Z,Things that matter. Pass 'em on.,"<p>
	           A film this simple, beautiful, and heartbreaking comes along so   rarely — and to get its point across, we hardly need to hear a word.
</p>",when-is-a-message-in-a-bottle-also-a-death-threat,5332be231fae79f09f0091a3,0.7,FALSE,FALSE,"",4.png,201331,28,2638,11,183,4.4,0.25084448,0.011978149,0.007954539,0.025929155,0.058946952,0.014095544,0.3077799,0.27261683,0.04211127,0.30574146,0.27974802,0.47069684,0.5919948,0.013015414,0.0131307375,0.82761556
5732,5202a1ccc2253274d900dae6,This Island Is Getting A Message In A Bottle It Does Not Want,2013-08-07T19:52:47.962Z,2016-04-02T16:24:24.482Z,Things that matter. Pass 'em on.,"<p>
	          A film this simple, beautiful, and heartbreaking comes along so   rarely — and to get its point across, we hardly need to hear a word.
</p>",this-island-is-getting-a-message-in-a-bottle-it-does-not-want,5332be231fae79f09f0091a3,11.9,FALSE,FALSE,"",4.png,201331,43,2880,13,183,5.2,0.077668175,0.002670288,0.009249465,0.020643732,0.020510335,0.012149297,0.008686432,0.48159143,0.07699363,0.094059505,0.8226846,0.18720028,0.5279933,0.074264556,0.15059268,0.8464302
5735,5202dbde311441ef47000b82,So Humans Can Be Murderers From Thousands Of Miles Away Now?,2013-08-07T23:45:40.283Z,2016-04-02T16:24:24.491Z,Things that matter. Pass 'em on.,"<p>
	              A film this simple, beautiful, and heartbreaking comes along so   rarely — and to get its point across, we hardly need to hear a word.
</p>",so-humans-can-be-murderers-from-thousands-of-miles-away-now-2,5332be321fae79f09f009315,0,FALSE,FALSE,"",10.jpg,201331,33,2588,11,184,8.03636363636364,0.2648175,0.013285006,0.021987455,0.04442204,0.056441884,0.015216109,0.2836219,0.29024127,0.031086452,0.23842072,0.35106486,0.64359325,0.653939,0.025902003,0.01906549,0.751994
5736,5202dbde311441ef47000b82,A Stunning Look About How Murder Should Be For The Birds,2013-08-07T23:46:21.269Z,2016-04-02T16:24:24.495Z,Things that matter. Pass 'em on.,"<p>
	              A film this simple, beautiful, and heartbreaking comes along so   rarely — and to get its point across, we hardly need to hear a word.
</p>",a-stunning-look-about-how-murder-should-be-for-the-birds,5332be321fae79f09f009315,0,FALSE,FALSE,"",10.jpg,201331,27,2751,11,184,4.4,0.45243698,0.15706694,0.11280017,0.089778624,0.22552395,0.053520087,0.52547425,0.2589198,0.05141157,0.07293071,0.77075964,0.5680319,0.596274,0.039372552,0.1027939,0.7784938
5737,5202dbde311441ef47000b82,"Murder Is For The Birds... At Least, It Should Be.",2013-08-07T23:46:50.019Z,2016-04-02T16:24:24.498Z,Things that matter. Pass 'em on.,"<p>
	              A film this simple, beautiful, and heartbreaking comes along so   rarely — and to get its point across, we hardly need to hear a word.
</p>",murder-is-for-the-birds-at-least-it-should-be,5332be321fae79f09f009315,0,FALSE,FALSE,"",10.jpg,201331,22,2654,10,184,2,0.50789946,0.20984669,0.10815793,0.16795322,0.21997347,0.043979738,0.54744303,0.318344,0.06895348,0.115818076,0.44628718,0.43900195,0.614362,0.095545396,0.02179981,0.8309422
5739,5202dbde311441ef47000b82,This Stuff Can Kill From Thousands Of Miles Away Now?,2013-08-07T23:47:32.004Z,2016-04-02T16:24:24.500Z,Things that matter. Pass 'em on.,"<p>
	              A film this simple, beautiful, and heartbreaking comes along so   rarely — and to get its point across, we hardly need to hear a word.
</p>",this-stuff-can-kill-from-thousands-of-miles-away-now,5332be321fae79f09f009315,0,FALSE,FALSE,"",10.jpg,201331,39,2606,10,184,4,0.25462922,0.013414118,0.011691323,0.026315894,0.0715894,0.011677479,0.31092548,0.34894362,0.06937363,0.18753721,0.33737496,0.51081234,0.653939,0.0543589,0.043062903,0.79885787
5771,5205a0667dad8212b4001fcb,5 Embarrassing Things That I Would Hate To Have In My Obituary,2013-08-10T02:09:48.760Z,2016-04-02T16:24:24.591Z,That'd be an awkward eulogy.,"<p>
	Why do sharks get such a bad rap?
</p>",5-embarrassing-things-that-i-would-hate-to-have-in-my-obituary-2,5332be431fae79f09f00949e,100,TRUE,TRUE,"",Shark_Wk_3.jpg,201331,198,5434,12,186,11.4666666666667,0.23451406,0.0076293945,0.013244915,0.047935467,0.11725569,0.042743027,0.019573374,0.35883778,0.5779364,0.071027085,0.5979645,0.1642961,0.8220132,0.036685962,0.5004184,0.8579436
5772,5205a0667dad8212b4001fcb,5 Things You’d Never Guess Are Deadlier Than Sharks,2013-08-10T02:10:56.486Z,2016-04-02T16:24:24.594Z,So totally random.,"<p>
	Why do sharks get such a bad rap?
</p>",5-things-you-d-never-guess-are-deadlier-than-sharks,5332be431fae79f09f00949e,54.8,FALSE,FALSE,"",Shark_Wk_3.jpg,201331,171,5289,9,186,8.04444444444444,0.13388206,0.0050735474,0.014048826,0.029714199,0.03915693,0.017575197,0.043955702,0.25501227,0.08592666,0.59201556,0.69115764,0.26943842,0.52243966,0.028103072,0.062028,0.831158
5787,520a89938a13f3b4d90004c3,"Finally, A Way To Look At Marijuana That Even My Mom Approves Of",2013-08-13T19:31:45.639Z,2016-04-02T16:24:24.631Z,"Like a normal beer, only better for you.","<p>
	    It's statistically less harmful than alcohol, and it's time to treat it that way.
</p>",finally-a-way-to-look-at-marijuana-that-even-my-mom-approves-of-2,5332be5a1fae79f09f0096cc,0,FALSE,FALSE,"",Screen_Shot_2013-08-12_at_1.37.17_PM.png,201332,55,2100,13,189,11.3538461538462,0.1798404,0.0076293945,0.017867407,0.0279513,0.06796519,0.052990068,0.012958534,0.2889258,0.10285041,0.072721146,0.7421495,0.19681495,0.5781977,0.16576082,0.6558322,0.8307824
5788,520a89938a13f3b4d90004c3,"Finally, A Responsible And Adult-Focused Way To Look At Marijuana. Even My MOM Approves.",2013-08-13T19:32:45.200Z,2016-04-02T16:24:24.633Z,"Like a normal beer, only better for you.","<p>
	    It's statistically less harmful than alcohol, and it's time to treat it that way.
</p>",finally-a-responsible-and-adult-focused-way-to-look-at-marijuana-even-my-mom-approves,5332be5a1fae79f09f0096cc,0,FALSE,FALSE,"",Screen_Shot_2013-08-12_at_1.37.17_PM.png,201332,60,2131,15,189,11,0.0665887,0.0021266937,0.0058826595,0.018065477,0.015523086,0.017457243,0.007819066,0.4479142,0.09025944,0.04478896,0.29573643,0.18177815,0.1614881,0.060886525,0.33374485,0.60357535
5789,520a89938a13f3b4d90004c3,"Finally, A Responsible And Adult-Focused Way To Look At ... Marijuana",2013-08-13T19:33:01.783Z,2016-04-02T16:24:24.636Z,"Like a normal beer, only better for you.","<p>
	    It's statistically less harmful than alcohol, and it's time to treat it that way.
</p>",finally-a-responsible-and-adult-focused-way-to-look-at-marijuana,5332be5a1fae79f09f0096cc,0,FALSE,FALSE,"",Screen_Shot_2013-08-12_at_1.37.17_PM.png,201332,62,2241,11,189,13.1090909090909,0.10739898,0.00289917,0.0071405866,0.021288296,0.019075647,0.021349736,0.00933372,0.34537625,0.04371634,0.1596096,0.8266629,0.34878385,0.653939,0.08687215,0.47800982,0.8307522
5790,520a89938a13f3b4d90004c3,The Beer/Marijuana Commercial That Is Making Adults Everywhere Rethink Their Position,2013-08-13T19:33:42.633Z,2016-04-02T16:24:24.639Z,"Like a normal beer, only better for you.","<p>
	    It's statistically less harmful than alcohol, and it's time to treat it that way.
</p>",the-beer-marijuana-commercial-that-is-making-adults-everywhere-rethink-their-position,5332be5a1fae79f09f0096cc,100,TRUE,FALSE,"",Screen_Shot_2013-08-12_at_1.37.17_PM.png,201332,164,2411,12,189,18.1333333333333,0.10826672,0.0029182434,0.013546381,0.024511116,0.021535112,0.021585643,0.0089712385,0.2868013,0.056252714,0.25183156,0.86248267,0.45681098,0.4276402,0.08156355,0.42606106,0.751994
5791,520b179e37104efe73005442,How Can We Create Jobs If We've Never Even Heard Of Some Of Them?,2013-08-14T05:38:07.690Z,2016-04-02T16:24:24.642Z,"","<p>
	   I seriously had to look up “chemical manufacturing engineers” on Wikipedia. Am I the only one?
</p>",how-can-we-create-jobs-if-weve-never-even-heard-of-some-of-them-2,5332be771fae79f09f009985,15.4,FALSE,FALSE,"",Manufact_4.png,201332,21,2624,14,190,5.6,0.026028076,0.0008583069,0.004088263,0.011046898,0.012926984,0.0058387397,0.0063885585,0.22358534,0.04521086,0.21181656,0.5016425,0.17774005,0.34494725,0.06850427,0.060268316,0.7794019
5792,520b179e37104efe73005442,Why We Don’t Say ‘Made In The USA’ More Often,2013-08-14T05:38:25.055Z,2016-04-02T16:24:24.645Z,"","<p>
	   I seriously had to look up “chemical manufacturing engineers” on Wikipedia. Am I the only one?
</p>",why-we-don-t-say-made-in-the-usa-more-often,5332be771fae79f09f009985,75.3,FALSE,FALSE,"",Manufact_4.png,201332,29,2638,10,190,8,0.026499467,0.001411438,0.010063417,0.00975489,0.014634945,0.010674868,0.0077025536,0.19634522,0.011841929,0.0839687,0.5825421,0.15584427,0.40122113,0.020510053,0.025861667,0.8307522
5793,520b179e37104efe73005442,Some Reasons Why ‘Made In The USA’ Just Isn’t Really A Thing,2013-08-14T05:38:50.313Z,2016-04-02T16:24:24.648Z,"","<p>
	  I seriously had to look up “chemical manufacturing engineers” on Wikipedia. Am I the only one?
</p>",some-reasons-why-made-in-the-usa-just-isn-t-really-a-thing,5332be771fae79f09f009985,96.2,FALSE,FALSE,"",Manufact_4.png,201332,32,2653,12,190,8.13333333333334,0.102626406,0.002708435,0.057037655,0.025026767,0.021740068,0.010615891,0.0069387536,0.24274747,0.007966891,0.08689496,0.7874354,0.19020234,0.41011396,0.03706862,0.05730551,0.8307522
5794,520b179e37104efe73005442,Why Only 17% Of People Think This High-Paying Job Is An Option,2013-08-14T05:39:06.397Z,2016-04-02T16:24:24.650Z,"","<p>
	  I seriously had to look up “chemical manufacturing engineers” on Wikipedia. Am I the only one?
</p>",why-only-17-of-people-think-this-high-paying-job-is-an-option,5332be771fae79f09f009985,100,TRUE,FALSE,"",Manufact_4.png,201332,32,2673,13,190,5.2,0.018849092,0.0010967255,0.005438685,0.008690883,0.013951761,0.009259416,0.0067834044,0.24130301,0.24389964,0.16767168,0.76360965,0.24097429,0.42095977,0.07972431,0.29019675,0.77137667
5796,520b996283e3c6baa0009d82,Some Reasons Why ‘Made In The USA’ Just Isn’t Really A Thing,2013-08-14T14:51:24.755Z,2016-04-02T16:24:24.654Z,I guess we don't know how?,"<p>
	   I seriously had to look up “chemical manufacturing engineers” on Wikipedia. Am I the only one?
</p>",some-reasons-why-made-in-the-usa-just-isn-t-really-a-thing-2,5332be771fae79f09f009985,0,FALSE,FALSE,"",Manufact_4.png,201332,51,2691,12,190,8.13333333333334,0.104361884,0.0027275085,0.058401883,0.025413504,0.021740068,0.010556913,0.006925808,0.24274747,0.007966891,0.08689496,0.7874354,0.19020234,0.41011396,0.03706862,0.05730551,0.8307522
5797,520b996283e3c6baa0009d82,Why Only 17% Of People Think This High-Paying Job Is An Option,2013-08-14T14:52:57.129Z,2016-04-02T16:24:24.657Z,I had no clue.,"<p>
	  I seriously had to look up “chemical manufacturing engineers” on Wikipedia. Am I the only one?
</p>",why-only-17-of-people-think-this-high-paying-job-is-an-option-2,5332be771fae79f09f009985,0,FALSE,FALSE,"",Manufact_4.png,201332,49,2648,13,190,5.2,0.018974753,0.0011110306,0.005438685,0.008709883,0.013985921,0.00937737,0.006815769,0.24130301,0.24389964,0.16767168,0.76360965,0.24097429,0.42095977,0.07972431,0.29019675,0.77137667
5806,520bff775d299616710011e9,Have A Little Faith That God Works In Ways That Aren't This Mysterious,2013-08-14T22:07:00.186Z,2016-04-02T16:24:24.683Z,Things that matter. Pass 'em on.,"<p>
	  Miracles may happen every day, but seriously, some people take the definition of """"miracle"""" way too far.
</p>",have-a-little-faith-that-god-works-in-ways-that-arent-this-mysterious-2,5332be891fae79f09f009afb,100,TRUE,FALSE,"",3.png,201332,54,2543,13,191,8.27692307692308,0.071337044,0.0021457672,0.017063495,0.022512967,0.020032106,0.009259416,0.0070034824,0.3223856,0.05954649,0.12341021,0.70423675,0.2919321,0.5279933,0.010695259,0.021903045,0.8552702
